id,mssubclass,mszoning,lotfrontage,lotarea,lotshape,landcontour,bldgtype,landslope,housestyle,overallqual,overallcond,yearbuilt,yearremodadd,roofstyle,roofmatl,exterior1st,masvnrtype,masvnrarea,exterqual,extercond,foundation,mosold,yrsold,saletype,salecondition,saleprice,lotshape_r,lotshape_desc,landcontour_r,landcontour_desc,bldgtype_r,bldgtype_desc,landslope_r,landslope_desc,housestyle_r,housestyle_desc,roofstyle_r,roofstyle_desc,roofmatl_r,roofmatl_desc,exterior1st_r,exterior1st_desc,masvnrtype_r,masvnrtype_desc,exterqual_r,exterqual_desc,extercond_r,extercond_desc,foundation_r,foundation_desc,saletype_r,saletype_desc,salecondition_r,salecondition_desc,monthyear
945,20,RL,,14375,IR1,Lvl,1Fam,Gtl,SLvl,6,6,1958,1958,Gable,CompShg,HdBoard,BrkFace,541.0,TA,TA,CBlock,1,2009,COD,Abnorml,137500,1,Slightly Irregular,0,Near Flat/Level,0,Single-family Detached,0,Gentle slope,8,Split Level,1,Gable,1,Standard (Composite) Shingle,5,Hard Board,1.0,Brick Face,0.0,Average,0.0,Average,1,Cinder Block,4,Court Officer Deed/Estate,1,"Abnormal Sale -  trade, foreclosure, short sale",2009-01-01
946,50,RM,98.0,8820,Reg,Lvl,1Fam,Gtl,1.5Fin,5,6,1890,1996,Hip,CompShg,VinylSd,None,0.0,TA,TA,BrkTil,9,2009,WD,Normal,124900,0,Regular,0,Near Flat/Level,0,Single-family Detached,0,Gentle slope,1,One and one-half story: 2nd level finished,3,Hip,1,Standard (Composite) Shingle,5,Vinyl Siding,3.0,None,0.0,Average,0.0,Average,0,Brick & Tile,0,Warranty Deed - Conventional,0,Normal Sale,2009-09-01
947,80,RL,70.0,8163,Reg,Lvl,1Fam,Gtl,SLvl,5,6,1959,1959,Gable,CompShg,HdBoard,BrkFace,128.0,TA,Gd,CBlock,3,2006,WD,Normal,143000,0,Regular,0,Near Flat/Level,0,Single-family Detached,0,Gentle slope,8,Split Level,1,Gable,1,Standard (Composite) Shingle,5,Hard Board,1.0,Brick Face,0.0,Average,1.0,Good,1,Cinder Block,0,Warranty Deed - Conventional,0,Normal Sale,2006-03-01
948,20,RL,85.0,14536,Reg,Lvl,1Fam,Gtl,1Story,8,5,2002,2003,Hip,CompShg,VinylSd,BrkFace,236.0,Gd,TA,PConc,11,2007,WD,Normal,270000,0,Regular,0,Near Flat/Level,0,Single-family Detached,0,Gentle slope,0,One story,3,Hip,1,Standard (Composite) Shingle,5,Vinyl Siding,1.0,Brick Face,1.0,Good,0.0,Average,2,Poured Contrete,0,Warranty Deed - Conventional,0,Normal Sale,2007-11-01
949,60,RL,65.0,14006,IR1,Lvl,1Fam,Gtl,2Story,7,5,2002,2002,Gable,CompShg,VinylSd,BrkFace,144.0,Gd,TA,PConc,2,2006,WD,Normal,192500,1,Slightly Irregular,0,Near Flat/Level,0,Single-family Detached,0,Gentle slope,3,Two Storey,1,Gable,1,Standard (Composite) Shingle,5,Vinyl Siding,1.0,Brick Face,1.0,Good,0.0,Average,2,Poured Contrete,0,Warranty Deed - Conventional,0,Normal Sale,2006-02-01
950,20,RL,78.0,9360,Reg,Lvl,1Fam,Gtl,1Story,6,7,1972,2006,Hip,CompShg,Plywood,None,0.0,TA,TA,CBlock,3,2010,WD,Normal,197500,0,Regular,0,Near Flat/Level,0,Single-family Detached,0,Gentle slope,0,One story,3,Hip,1,Standard (Composite) Shingle,5,Plywood,3.0,None,0.0,Average,0.0,Average,1,Cinder Block,0,Warranty Deed - Conventional,0,Normal Sale,2010-03-01
951,20,RL,60.0,7200,Reg,Lvl,1Fam,Gtl,1Story,5,8,1950,2002,Gable,CompShg,VinylSd,None,0.0,TA,TA,CBlock,7,2007,WD,Normal,129000,0,Regular,0,Near Flat/Level,0,Single-family Detached,0,Gentle slope,0,One story,1,Gable,1,Standard (Composite) Shingle,5,Vinyl Siding,3.0,None,0.0,Average,0.0,Average,1,Cinder Block,0,Warranty Deed - Conventional,0,Normal Sale,2007-07-01
952,20,RH,60.0,7800,Reg,Lvl,1Fam,Gtl,1Story,5,5,1965,1965,Gable,CompShg,VinylSd,None,0.0,TA,TA,CBlock,7,2006,WD,Abnorml,119900,0,Regular,0,Near Flat/Level,0,Single-family Detached,0,Gentle slope,0,One story,1,Gable,1,Standard (Composite) Shingle,5,Vinyl Siding,3.0,None,0.0,Average,0.0,Average,1,Cinder Block,0,Warranty Deed - Conventional,1,"Abnormal Sale -  trade, foreclosure, short sale",2006-07-01
953,85,RL,60.0,7200,Reg,Lvl,1Fam,Gtl,SFoyer,5,8,1972,2003,Gable,CompShg,WdShing,None,0.0,TA,Gd,CBlock,4,2009,WD,Normal,133900,0,Regular,0,Near Flat/Level,0,Single-family Detached,0,Gentle slope,7,Split Foyer,1,Gable,1,Standard (Composite) Shingle,5,Wood Shingles,3.0,None,0.0,Average,1.0,Good,1,Cinder Block,0,Warranty Deed - Conventional,0,Normal Sale,2009-04-01
954,60,RL,,11075,IR1,Lvl,1Fam,Mod,2Story,5,4,1969,1969,Gable,CompShg,HdBoard,BrkFace,232.0,TA,TA,CBlock,9,2008,WD,Normal,172000,1,Slightly Irregular,0,Near Flat/Level,0,Single-family Detached,1,Moderate Slope,3,Two Storey,1,Gable,1,Standard (Composite) Shingle,5,Hard Board,1.0,Brick Face,0.0,Average,0.0,Average,1,Cinder Block,0,Warranty Deed - Conventional,0,Normal Sale,2008-09-01
955,90,RL,35.0,9400,IR1,Lvl,Duplex,Gtl,SFoyer,6,5,1975,1975,Flat,Tar&Grv,WdShing,BrkFace,250.0,TA,TA,CBlock,10,2006,WD,AdjLand,127500,1,Slightly Irregular,0,Near Flat/Level,2,Duplex,0,Gentle slope,7,Split Foyer,0,Flat,5,Gravel & Tar,5,Wood Shingles,1.0,Brick Face,0.0,Average,0.0,Average,1,Cinder Block,0,Warranty Deed - Conventional,2,Adjoining Land Purchase,2006-10-01
956,90,RH,82.0,7136,IR1,HLS,Duplex,Gtl,2Story,6,6,1946,1950,Gable,CompShg,MetalSd,BrkFace,423.0,TA,TA,CBlock,8,2007,WD,Normal,145000,1,Slightly Irregular,3,Hillside - Significant slope from side to side,2,Duplex,0,Gentle slope,3,Two Storey,1,Gable,1,Standard (Composite) Shingle,5,Metal Siding,1.0,Brick Face,0.0,Average,0.0,Average,1,Cinder Block,0,Warranty Deed - Conventional,0,Normal Sale,2007-08-01
957,160,RM,24.0,1300,Reg,Lvl,TwnhsE,Gtl,2Story,6,6,1980,1980,Gable,CompShg,MetalSd,None,0.0,TA,TA,CBlock,5,2009,WD,Normal,124000,0,Regular,0,Near Flat/Level,3,Townhouse End Unit,0,Gentle slope,3,Two Storey,1,Gable,1,Standard (Composite) Shingle,5,Metal Siding,3.0,None,0.0,Average,0.0,Average,1,Cinder Block,0,Warranty Deed - Conventional,0,Normal Sale,2009-05-01
958,20,RL,70.0,7420,Reg,Lvl,1Fam,Gtl,1Story,5,5,1962,1962,Hip,CompShg,MetalSd,None,0.0,TA,TA,CBlock,4,2007,WD,Normal,132000,0,Regular,0,Near Flat/Level,0,Single-family Detached,0,Gentle slope,0,One story,3,Hip,1,Standard (Composite) Shingle,5,Metal Siding,3.0,None,0.0,Average,0.0,Average,1,Cinder Block,0,Warranty Deed - Conventional,0,Normal Sale,2007-04-01
959,20,RL,65.0,8450,Reg,Lvl,1Fam,Gtl,1Story,7,5,2003,2003,Gable,CompShg,VinylSd,None,0.0,Gd,TA,PConc,10,2007,WD,Normal,185000,0,Regular,0,Near Flat/Level,0,Single-family Detached,0,Gentle slope,0,One story,1,Gable,1,Standard (Composite) Shingle,5,Vinyl Siding,3.0,None,1.0,Good,0.0,Average,2,Poured Contrete,0,Warranty Deed - Conventional,0,Normal Sale,2007-10-01
960,160,FV,24.0,2572,Reg,Lvl,Twnhs,Gtl,2Story,7,5,1999,1999,Hip,CompShg,MetalSd,None,0.0,Gd,TA,PConc,5,2010,WD,Normal,155000,0,Regular,0,Near Flat/Level,4,ownhouse Inside Unit,0,Gentle slope,3,Two Storey,3,Hip,1,Standard (Composite) Shingle,5,Metal Siding,3.0,None,1.0,Good,0.0,Average,2,Poured Contrete,0,Warranty Deed - Conventional,0,Normal Sale,2010-05-01
961,20,RL,50.0,7207,IR1,Lvl,1Fam,Gtl,1Story,5,7,1958,2008,Gable,CompShg,Wd Sdng,None,0.0,TA,Gd,CBlock,2,2010,WD,Normal,116500,1,Slightly Irregular,0,Near Flat/Level,0,Single-family Detached,0,Gentle slope,0,One story,1,Gable,1,Standard (Composite) Shingle,5,Wood Siding,3.0,None,0.0,Average,1.0,Good,1,Cinder Block,0,Warranty Deed - Conventional,0,Normal Sale,2010-02-01
962,60,RL,,12227,IR1,Lvl,1Fam,Gtl,2Story,6,7,1977,1995,Gable,CompShg,HdBoard,BrkFace,424.0,TA,Gd,CBlock,7,2008,WD,Normal,272000,1,Slightly Irregular,0,Near Flat/Level,0,Single-family Detached,0,Gentle slope,3,Two Storey,1,Gable,1,Standard (Composite) Shingle,5,Hard Board,1.0,Brick Face,0.0,Average,1.0,Good,1,Cinder Block,0,Warranty Deed - Conventional,0,Normal Sale,2008-07-01
963,160,RL,24.0,2308,Reg,Lvl,TwnhsE,Gtl,2Story,6,6,1976,1976,Gable,CompShg,Plywood,None,0.0,TA,TA,CBlock,7,2007,WD,Normal,155000,0,Regular,0,Near Flat/Level,3,Townhouse End Unit,0,Gentle slope,3,Two Storey,1,Gable,1,Standard (Composite) Shingle,5,Plywood,3.0,None,0.0,Average,0.0,Average,1,Cinder Block,0,Warranty Deed - Conventional,0,Normal Sale,2007-07-01
964,20,RL,122.0,11923,IR1,Lvl,1Fam,Gtl,1Story,9,5,2007,2007,Gable,CompShg,VinylSd,None,0.0,Gd,TA,PConc,5,2009,WD,Normal,239000,1,Slightly Irregular,0,Near Flat/Level,0,Single-family Detached,0,Gentle slope,0,One story,1,Gable,1,Standard (Composite) Shingle,5,Vinyl Siding,3.0,None,1.0,Good,0.0,Average,2,Poured Contrete,0,Warranty Deed - Conventional,0,Normal Sale,2009-05-01
965,60,RL,80.0,11316,Reg,Lvl,1Fam,Gtl,2Story,7,5,2002,2003,Gable,CompShg,VinylSd,BrkFace,44.0,Gd,TA,PConc,2,2010,WD,Normal,214900,0,Regular,0,Near Flat/Level,0,Single-family Detached,0,Gentle slope,3,Two Storey,1,Gable,1,Standard (Composite) Shingle,5,Vinyl Siding,1.0,Brick Face,1.0,Good,0.0,Average,2,Poured Contrete,0,Warranty Deed - Conventional,0,Normal Sale,2010-02-01
966,60,RL,65.0,10237,Reg,Lvl,1Fam,Gtl,2Story,6,5,2005,2007,Gable,CompShg,VinylSd,None,0.0,Gd,TA,PConc,7,2007,New,Partial,178900,0,Regular,0,Near Flat/Level,0,Single-family Detached,0,Gentle slope,3,Two Storey,1,Gable,1,Standard (Composite) Shingle,5,Vinyl Siding,3.0,None,1.0,Good,0.0,Average,2,Poured Contrete,3,Home just constructed and sold,5,Home was not completed when last assessed (associated with New Homes),2007-07-01
967,50,RL,130.0,9600,IR1,HLS,1Fam,Gtl,1.5Fin,5,7,1940,1950,Gable,CompShg,MetalSd,None,0.0,Gd,Gd,BrkTil,6,2009,WD,Normal,160000,1,Slightly Irregular,3,Hillside - Significant slope from side to side,0,Single-family Detached,0,Gentle slope,1,One and one-half story: 2nd level finished,1,Gable,1,Standard (Composite) Shingle,5,Metal Siding,3.0,None,1.0,Good,1.0,Good,0,Brick & Tile,0,Warranty Deed - Conventional,0,Normal Sale,2009-06-01
968,20,RL,,7390,IR1,Lvl,1Fam,Gtl,1Story,5,7,1955,1955,Hip,CompShg,Wd Sdng,BrkFace,151.0,TA,TA,CBlock,7,2008,WD,Normal,135000,1,Slightly Irregular,0,Near Flat/Level,0,Single-family Detached,0,Gentle slope,0,One story,3,Hip,1,Standard (Composite) Shingle,5,Wood Siding,1.0,Brick Face,0.0,Average,0.0,Average,1,Cinder Block,0,Warranty Deed - Conventional,0,Normal Sale,2008-07-01
969,50,RM,50.0,5925,Reg,Lvl,1Fam,Gtl,1.5Fin,3,6,1910,1950,Gable,CompShg,VinylSd,None,0.0,TA,TA,BrkTil,5,2009,WD,Abnorml,37900,0,Regular,0,Near Flat/Level,0,Single-family Detached,0,Gentle slope,1,One and one-half story: 2nd level finished,1,Gable,1,Standard (Composite) Shingle,5,Vinyl Siding,3.0,None,0.0,Average,0.0,Average,0,Brick & Tile,0,Warranty Deed - Conventional,1,"Abnormal Sale -  trade, foreclosure, short sale",2009-05-01
970,190,RL,75.0,10382,Reg,Lvl,2fmCon,Gtl,SLvl,6,5,1958,1958,Hip,CompShg,HdBoard,BrkFace,105.0,TA,Fa,CBlock,3,2006,ConLD,Normal,140000,0,Regular,0,Near Flat/Level,1,Two-family Conversion,0,Gentle slope,8,Split Level,3,Hip,1,Standard (Composite) Shingle,5,Hard Board,1.0,Brick Face,0.0,Average,,,1,Cinder Block,8,Contract Low Down,0,Normal Sale,2006-03-01
971,50,RL,60.0,10800,Reg,Lvl,1Fam,Gtl,1.5Fin,4,4,1949,1950,Gable,CompShg,AsbShng,None,0.0,TA,TA,CBlock,12,2006,WD,Abnorml,135000,0,Regular,0,Near Flat/Level,0,Single-family Detached,0,Gentle slope,1,One and one-half story: 2nd level finished,1,Gable,1,Standard (Composite) Shingle,0,Asbestos Shingles,3.0,None,0.0,Average,0.0,Average,1,Cinder Block,0,Warranty Deed - Conventional,1,"Abnormal Sale -  trade, foreclosure, short sale",2006-12-01
972,160,RL,36.0,2268,Reg,Lvl,Twnhs,Gtl,2Story,7,5,2003,2004,Gable,CompShg,VinylSd,Stone,106.0,Gd,TA,PConc,7,2009,WD,Normal,173000,0,Regular,0,Near Flat/Level,4,ownhouse Inside Unit,0,Gentle slope,3,Two Storey,1,Gable,1,Standard (Composite) Shingle,5,Vinyl Siding,4.0,Stone,1.0,Good,0.0,Average,2,Poured Contrete,0,Warranty Deed - Conventional,0,Normal Sale,2009-07-01
973,120,RL,55.0,7892,Reg,Lvl,TwnhsE,Gtl,1Story,6,5,1979,1979,Gable,CompShg,Plywood,None,0.0,TA,TA,CBlock,4,2010,WD,Normal,99500,0,Regular,0,Near Flat/Level,3,Townhouse End Unit,0,Gentle slope,0,One story,1,Gable,1,Standard (Composite) Shingle,5,Plywood,3.0,None,0.0,Average,0.0,Average,1,Cinder Block,0,Warranty Deed - Conventional,0,Normal Sale,2010-04-01
974,20,FV,95.0,11639,Reg,Lvl,1Fam,Gtl,1Story,7,5,2007,2008,Gable,CompShg,CemntBd,,,Gd,TA,PConc,12,2008,New,Partial,182000,0,Regular,0,Near Flat/Level,0,Single-family Detached,0,Gentle slope,0,One story,1,Gable,1,Standard (Composite) Shingle,5,Cement Board,,,1.0,Good,0.0,Average,2,Poured Contrete,3,Home just constructed and sold,5,Home was not completed when last assessed (associated with New Homes),2008-12-01
975,70,RL,60.0,11414,IR1,Lvl,1Fam,Gtl,2Story,7,8,1910,1993,Gable,CompShg,HdBoard,None,0.0,TA,Gd,BrkTil,10,2009,WD,Normal,167500,1,Slightly Irregular,0,Near Flat/Level,0,Single-family Detached,0,Gentle slope,3,Two Storey,1,Gable,1,Standard (Composite) Shingle,5,Hard Board,3.0,None,0.0,Average,1.0,Good,0,Brick & Tile,0,Warranty Deed - Conventional,0,Normal Sale,2009-10-01
976,160,FV,,2651,Reg,Lvl,Twnhs,Gtl,2Story,7,5,2000,2000,Gable,CompShg,MetalSd,None,0.0,Gd,TA,PConc,4,2006,WD,Normal,165000,0,Regular,0,Near Flat/Level,4,ownhouse Inside Unit,0,Gentle slope,3,Two Storey,1,Gable,1,Standard (Composite) Shingle,5,Metal Siding,3.0,None,1.0,Good,0.0,Average,2,Poured Contrete,0,Warranty Deed - Conventional,0,Normal Sale,2006-04-01
977,30,RL,51.0,5900,IR1,Bnk,1Fam,Gtl,1Story,4,7,1923,1958,Gable,CompShg,Wd Sdng,None,0.0,TA,TA,PConc,8,2006,WD,Normal,85500,1,Slightly Irregular,1,anked - Quick and significant rise from street grade to building,0,Single-family Detached,0,Gentle slope,0,One story,1,Gable,1,Standard (Composite) Shingle,5,Wood Siding,3.0,None,0.0,Average,0.0,Average,2,Poured Contrete,0,Warranty Deed - Conventional,0,Normal Sale,2006-08-01
978,120,FV,35.0,4274,IR1,Lvl,TwnhsE,Gtl,1Story,7,5,2006,2007,Gable,CompShg,VinylSd,,,Gd,TA,PConc,11,2007,New,Partial,199900,1,Slightly Irregular,0,Near Flat/Level,3,Townhouse End Unit,0,Gentle slope,0,One story,1,Gable,1,Standard (Composite) Shingle,5,Vinyl Siding,,,1.0,Good,0.0,Average,2,Poured Contrete,3,Home just constructed and sold,5,Home was not completed when last assessed (associated with New Homes),2007-11-01
979,20,RL,68.0,9450,Reg,Bnk,1Fam,Mod,1Story,4,5,1954,1954,Gable,CompShg,MetalSd,None,0.0,TA,TA,CBlock,5,2007,WD,Abnorml,110000,0,Regular,1,anked - Quick and significant rise from street grade to building,0,Single-family Detached,1,Moderate Slope,0,One story,1,Gable,1,Standard (Composite) Shingle,5,Metal Siding,3.0,None,0.0,Average,0.0,Average,1,Cinder Block,0,Warranty Deed - Conventional,1,"Abnormal Sale -  trade, foreclosure, short sale",2007-05-01
980,20,RL,80.0,8816,Reg,Lvl,1Fam,Gtl,1Story,5,6,1963,1963,Gable,CompShg,VinylSd,None,0.0,TA,TA,PConc,6,2009,WD,Normal,139000,0,Regular,0,Near Flat/Level,0,Single-family Detached,0,Gentle slope,0,One story,1,Gable,1,Standard (Composite) Shingle,5,Vinyl Siding,3.0,None,0.0,Average,0.0,Average,2,Poured Contrete,0,Warranty Deed - Conventional,0,Normal Sale,2009-06-01
981,85,RL,,12122,IR1,Lvl,1Fam,Gtl,SFoyer,7,9,1961,2007,Gable,CompShg,CemntBd,Stone,210.0,Ex,TA,CBlock,7,2008,WD,Normal,178400,1,Slightly Irregular,0,Near Flat/Level,0,Single-family Detached,0,Gentle slope,7,Split Foyer,1,Gable,1,Standard (Composite) Shingle,5,Cement Board,4.0,Stone,2.0,Excellent,0.0,Average,1,Cinder Block,0,Warranty Deed - Conventional,0,Normal Sale,2008-07-01
982,60,RL,98.0,12203,IR1,Lvl,1Fam,Gtl,2Story,8,5,1998,1999,Hip,CompShg,VinylSd,BrkFace,975.0,Gd,TA,PConc,7,2009,WD,Normal,336000,1,Slightly Irregular,0,Near Flat/Level,0,Single-family Detached,0,Gentle slope,3,Two Storey,3,Hip,1,Standard (Composite) Shingle,5,Vinyl Siding,1.0,Brick Face,1.0,Good,0.0,Average,2,Poured Contrete,0,Warranty Deed - Conventional,0,Normal Sale,2009-07-01
983,20,RL,43.0,3182,Reg,Lvl,1Fam,Gtl,1Story,7,5,2007,2007,Gable,CompShg,VinylSd,BrkFace,16.0,Gd,TA,PConc,3,2008,WD,Normal,159895,0,Regular,0,Near Flat/Level,0,Single-family Detached,0,Gentle slope,0,One story,1,Gable,1,Standard (Composite) Shingle,5,Vinyl Siding,1.0,Brick Face,1.0,Good,0.0,Average,2,Poured Contrete,0,Warranty Deed - Conventional,0,Normal Sale,2008-03-01
984,60,RL,,11250,Reg,Lvl,1Fam,Gtl,2Story,8,5,2002,2002,Gable,CompShg,CemntBd,None,0.0,Gd,TA,PConc,5,2008,WD,Normal,255900,0,Regular,0,Near Flat/Level,0,Single-family Detached,0,Gentle slope,3,Two Storey,1,Gable,1,Standard (Composite) Shingle,5,Cement Board,3.0,None,1.0,Good,0.0,Average,2,Poured Contrete,0,Warranty Deed - Conventional,0,Normal Sale,2008-05-01
985,90,RL,75.0,10125,Reg,Lvl,Duplex,Gtl,1.5Fin,5,5,1977,1977,Gable,CompShg,Plywood,None,0.0,TA,TA,CBlock,8,2009,COD,Normal,126000,0,Regular,0,Near Flat/Level,2,Duplex,0,Gentle slope,1,One and one-half story: 2nd level finished,1,Gable,1,Standard (Composite) Shingle,5,Plywood,3.0,None,0.0,Average,0.0,Average,1,Cinder Block,4,Court Officer Deed/Estate,0,Normal Sale,2009-08-01
986,190,RL,68.0,10880,Reg,Lvl,2fmCon,Gtl,1Story,5,5,1950,1950,Gable,CompShg,MetalSd,None,0.0,TA,TA,CBlock,8,2008,ConLD,Normal,125000,0,Regular,0,Near Flat/Level,1,Two-family Conversion,0,Gentle slope,0,One story,1,Gable,1,Standard (Composite) Shingle,5,Metal Siding,3.0,None,0.0,Average,0.0,Average,1,Cinder Block,8,Contract Low Down,0,Normal Sale,2008-08-01
987,50,RM,59.0,5310,Reg,Lvl,1Fam,Gtl,1.5Fin,6,8,1910,2003,Hip,CompShg,VinylSd,None,0.0,TA,Gd,CBlock,6,2006,WD,Normal,117000,0,Regular,0,Near Flat/Level,0,Single-family Detached,0,Gentle slope,1,One and one-half story: 2nd level finished,3,Hip,1,Standard (Composite) Shingle,5,Vinyl Siding,3.0,None,0.0,Average,1.0,Good,1,Cinder Block,0,Warranty Deed - Conventional,0,Normal Sale,2006-06-01
988,20,RL,83.0,10159,IR1,Lvl,1Fam,Gtl,1Story,9,5,2009,2010,Hip,CompShg,VinylSd,Stone,450.0,Ex,TA,PConc,4,2010,New,Partial,395192,1,Slightly Irregular,0,Near Flat/Level,0,Single-family Detached,0,Gentle slope,0,One story,3,Hip,1,Standard (Composite) Shingle,5,Vinyl Siding,4.0,Stone,2.0,Excellent,0.0,Average,2,Poured Contrete,3,Home just constructed and sold,5,Home was not completed when last assessed (associated with New Homes),2010-04-01
989,60,RL,,12046,IR1,Lvl,1Fam,Gtl,2Story,6,6,1976,1976,Gable,CompShg,Plywood,BrkFace,298.0,TA,TA,CBlock,6,2007,WD,Normal,195000,1,Slightly Irregular,0,Near Flat/Level,0,Single-family Detached,0,Gentle slope,3,Two Storey,1,Gable,1,Standard (Composite) Shingle,5,Plywood,1.0,Brick Face,0.0,Average,0.0,Average,1,Cinder Block,0,Warranty Deed - Conventional,0,Normal Sale,2007-06-01
990,60,FV,65.0,8125,Reg,Lvl,1Fam,Gtl,2Story,7,5,2006,2006,Gable,CompShg,VinylSd,None,0.0,Gd,TA,PConc,8,2006,New,Partial,197000,0,Regular,0,Near Flat/Level,0,Single-family Detached,0,Gentle slope,3,Two Storey,1,Gable,1,Standard (Composite) Shingle,5,Vinyl Siding,3.0,None,1.0,Good,0.0,Average,2,Poured Contrete,3,Home just constructed and sold,5,Home was not completed when last assessed (associated with New Homes),2006-08-01
991,60,RL,82.0,9452,Reg,Lvl,1Fam,Gtl,2Story,8,5,1997,1998,Gable,CompShg,VinylSd,BrkFace,423.0,Gd,TA,PConc,6,2006,WD,Normal,348000,0,Regular,0,Near Flat/Level,0,Single-family Detached,0,Gentle slope,3,Two Storey,1,Gable,1,Standard (Composite) Shingle,5,Vinyl Siding,1.0,Brick Face,1.0,Good,0.0,Average,2,Poured Contrete,0,Warranty Deed - Conventional,0,Normal Sale,2006-06-01
992,70,RM,121.0,17671,Reg,Lvl,1Fam,Gtl,2Story,8,9,1882,1986,Gable,CompShg,Wd Sdng,None,0.0,Gd,Gd,BrkTil,11,2009,WD,Normal,168000,0,Regular,0,Near Flat/Level,0,Single-family Detached,0,Gentle slope,3,Two Storey,1,Gable,1,Standard (Composite) Shingle,5,Wood Siding,3.0,None,1.0,Good,1.0,Good,0,Brick & Tile,0,Warranty Deed - Conventional,0,Normal Sale,2009-11-01
993,60,RL,80.0,9760,Reg,Lvl,1Fam,Mod,2Story,6,8,1964,1993,Hip,CompShg,Wd Sdng,BrkFace,340.0,TA,TA,CBlock,7,2007,WD,Normal,187000,0,Regular,0,Near Flat/Level,0,Single-family Detached,1,Moderate Slope,3,Two Storey,3,Hip,1,Standard (Composite) Shingle,5,Wood Siding,1.0,Brick Face,0.0,Average,0.0,Average,1,Cinder Block,0,Warranty Deed - Conventional,0,Normal Sale,2007-07-01
994,60,RL,68.0,8846,Reg,Lvl,1Fam,Gtl,2Story,6,5,2005,2006,Gable,CompShg,VinylSd,None,0.0,TA,TA,PConc,8,2006,New,Partial,173900,0,Regular,0,Near Flat/Level,0,Single-family Detached,0,Gentle slope,3,Two Storey,1,Gable,1,Standard (Composite) Shingle,5,Vinyl Siding,3.0,None,0.0,Average,0.0,Average,2,Poured Contrete,3,Home just constructed and sold,5,Home was not completed when last assessed (associated with New Homes),2006-08-01
995,20,RL,96.0,12456,Reg,Lvl,1Fam,Gtl,1Story,10,5,2006,2007,Hip,CompShg,CemntBd,Stone,230.0,Ex,TA,PConc,7,2009,WD,Normal,337500,0,Regular,0,Near Flat/Level,0,Single-family Detached,0,Gentle slope,0,One story,3,Hip,1,Standard (Composite) Shingle,5,Cement Board,4.0,Stone,2.0,Excellent,0.0,Average,2,Poured Contrete,0,Warranty Deed - Conventional,0,Normal Sale,2009-07-01
996,50,RL,51.0,4712,IR1,Lvl,1Fam,Mod,1.5Fin,4,7,1946,1950,Gable,CompShg,MetalSd,None,0.0,TA,TA,CBlock,8,2006,WD,Abnorml,121600,1,Slightly Irregular,0,Near Flat/Level,0,Single-family Detached,1,Moderate Slope,1,One and one-half story: 2nd level finished,1,Gable,1,Standard (Composite) Shingle,5,Metal Siding,3.0,None,0.0,Average,0.0,Average,1,Cinder Block,0,Warranty Deed - Conventional,1,"Abnormal Sale -  trade, foreclosure, short sale",2006-08-01
997,20,RL,,10659,IR1,Lvl,1Fam,Gtl,1Story,5,6,1961,1961,Hip,CompShg,Wd Sdng,None,0.0,TA,TA,CBlock,1,2006,COD,Normal,136500,1,Slightly Irregular,0,Near Flat/Level,0,Single-family Detached,0,Gentle slope,0,One story,3,Hip,1,Standard (Composite) Shingle,5,Wood Siding,3.0,None,0.0,Average,0.0,Average,1,Cinder Block,4,Court Officer Deed/Estate,0,Normal Sale,2006-01-01
998,20,RL,,11717,IR1,Lvl,1Fam,Gtl,1Story,6,6,1970,1970,Hip,CompShg,HdBoard,BrkFace,571.0,TA,TA,CBlock,2,2009,WD,Normal,185000,1,Slightly Irregular,0,Near Flat/Level,0,Single-family Detached,0,Gentle slope,0,One story,3,Hip,1,Standard (Composite) Shingle,5,Hard Board,1.0,Brick Face,0.0,Average,0.0,Average,1,Cinder Block,0,Warranty Deed - Conventional,0,Normal Sale,2009-02-01
999,30,RM,60.0,9786,Reg,Lvl,1Fam,Gtl,1Story,3,4,1922,1950,Hip,CompShg,Wd Sdng,None,0.0,TA,TA,BrkTil,5,2006,WD,Normal,91000,0,Regular,0,Near Flat/Level,0,Single-family Detached,0,Gentle slope,0,One story,3,Hip,1,Standard (Composite) Shingle,5,Wood Siding,3.0,None,0.0,Average,0.0,Average,0,Brick & Tile,0,Warranty Deed - Conventional,0,Normal Sale,2006-05-01
1000,20,RL,64.0,6762,Reg,Lvl,1Fam,Gtl,1Story,7,5,2006,2006,Gable,CompShg,VinylSd,Stone,24.0,Gd,TA,PConc,2,2010,WD,Normal,206000,0,Regular,0,Near Flat/Level,0,Single-family Detached,0,Gentle slope,0,One story,1,Gable,1,Standard (Composite) Shingle,5,Vinyl Siding,4.0,Stone,1.0,Good,0.0,Average,2,Poured Contrete,0,Warranty Deed - Conventional,0,Normal Sale,2010-02-01
1001,20,RL,74.0,10206,Reg,Lvl,1Fam,Gtl,1Story,3,3,1952,1952,Flat,Tar&Grv,BrkComm,None,0.0,TA,TA,Slab,7,2009,WD,Normal,82000,0,Regular,0,Near Flat/Level,0,Single-family Detached,0,Gentle slope,0,One story,0,Flat,5,Gravel & Tar,2,Brick Common,3.0,None,0.0,Average,0.0,Average,3,Slab,0,Warranty Deed - Conventional,0,Normal Sale,2009-07-01
